date,username,comment,processed_comment
2022-10-30 17:03:44,@sferg9582,All of the engineering in this system is way crazier than that of 5G cell network systems and their outrageous speeds and computer power needed.,engin system way crazier g cell network system outrag speed comput power need
2022-10-30 16:34:57,@gta5onlineshorts,well done 🛰,well done
2022-10-30 15:01:19,@robmorefield6540,awesome!!!!!!,awesom
2022-10-30 14:32:45,@DamonJohnCollins,Great video. Thanks for putting this together.,great video thank put togeth
2022-10-30 09:57:01,@sabaaslam72,"this is top quality education, I am an RF Engineer and I was able to understand everything clearly but that animation was mid blowing, Could share this with my friends and help them understand technology better. Absolutely amazing.",top qualiti educ rf engin abl understand everyth clearli anim mid blow could share friend help understand technolog better absolut amaz
2022-10-30 09:25:39,@blessedheavyelements8544,Wow. Thank You! Sub&#39;d,wow thank subd
2022-10-30 08:06:04,@arnabbhattacharya85,"Wow! I have never seen such a fantastic visualisation and commentary explaining the principle of a patch antenna, kudos to you!!!!",wow never seen fantast visualis commentari explain principl patch antenna kudo
2022-10-30 07:01:35,@MINITECH7,why doesn&#39;t school teach these amazing technologies?,doesnt school teach amaz technolog
2022-10-30 05:46:26,@SlumsofCalabasas,Let me save you almost 29 minutes of your life. A thing sends a signal to a thing in space which then sends the signal to you. Pretty simple.,let save almost minut life thing send signal thing space send signal pretti simpl
2022-10-30 02:49:30,@rivazmardani,"subscribed <a href=""UCkszU2WH9gy1mb0dV-11UJg/8gF1Xp_zK8jk8gSDrI2wCw""></a>",subscrib
2022-10-30 01:30:09,@anaedithumana489,We need ir here in El Salvador,need ir el salvador
2022-10-29 21:34:08,@iAshwin,"Nice. Very informative. I was curious about few more things. How does the satellite send data to the ground dish? Does it work like a TV satellite or does it work differently? Also, what is the total bandwidth/capacity of a single satellite or the constellation as a whole? I wish that was also covered",nice inform curiou thing satellit send data ground dish work like tv satellit work differ also total bandwidthcapac singl satellit constel whole wish also cover
2022-10-29 19:51:30,@PuLSe980,Phenomenal video. The density of information in here is astounding and presented in a easy to understand manner. Thank you. Subscribed.,phenomen video densiti inform astound present easi understand manner thank subscrib
2022-10-29 18:56:20,@eto38581,Mind = Blown,mind blown
2022-10-29 15:36:04,@davecooke7868,This s how everyone will see Jesus coming,everyon see jesu come
2022-10-29 14:10:55,@Whoiamkj,Nice explanation and graphics. Great work,nice explan graphic great work
2022-10-29 14:03:22,@dronesflylikeflies,"Excellent work. Thanks a lot for the great video. Finally, someone showed a detail of how Starlink works.",excel work thank lot great video final someon show detail starlink work
2022-10-29 13:12:33,@JeffCoil,"Amazing technology and a terrific explanation, thank you.",amaz technolog terrif explan thank
2022-10-29 09:56:20,@keshavverma7195,"what an amazing explanation of the working of starlink system. I have never seen such simple yet elaborated video, I understood every bit of it.",amaz explan work starlink system never seen simpl yet elabor video understood everi bit
2022-10-29 09:35:05,@guermon8,Thank you so much for explaining to us these Starlink Satellite business in an understandable manner. You rock!,thank much explain us starlink satellit busi understand manner rock
2022-10-29 09:32:38,@guermon8,"This is truly mindboggling for the human mind to comprehend! Surely, God has designed the brains of gifted human beings to come out with these technological breakthroughs!!! God is awesome!!!",truli mindboggl human mind comprehend sure god design brain gift human be come technolog breakthrough god awesom
2022-10-29 09:11:42,@dejan0107,Fascinating! What program is used for the animation in the video? -Thanks in advance.,fascin program use anim video thank advanc
2022-10-29 08:13:40,@avayu2289,This is pretty amazing. Thank you.❤ I do however worry about space junk though. I LOVE YOUTUBE!!!!!!!!,pretti amaz thank howev worri space junk though love youtub
2022-10-29 03:44:20,@TopRetroCommercials,mind blowing but excellent way of explaining it. I cant believe humans can reach this level of intelligence,mind blow excel way explain cant believ human reach level intellig
2022-10-29 02:33:18,@4WalledKid,Brutal,brutal
2022-10-28 23:28:23,@foxmulder7616,🤥,
2022-10-28 23:14:02,@glidingadventures,"Wow, you made this soo simple while actually covering all the bases. An awesome video.",wow made soo simpl actual cover base awesom video
2022-10-28 20:34:54,@zelmerashley6354,"Star-link use microwave signal , tracking satellite microwave",starlink use microwav signal track satellit microwav
2022-10-28 15:06:11,@nikhilparanjape7890,Musk will be very proud of this video...,musk proud video
2022-10-28 14:57:39,@santuinmetaverse484,"Hi ,what a magnificent animation!!!!! into to this depth.Thanks for this amazing animation.<br>        -From INDIA",hi magnific anim depththank amaz anim india
2022-10-28 12:57:20,@akrambouguessa9057,thank you,thank
2022-10-28 11:42:10,@LuMaxQFPV,Please don&#39;t show geostationary satellites as moving like you did. That&#39;s misrepresentative and confusing to new learners.,pleas dont show geostationari satellit move like that misrepres confus new learner
2022-10-28 10:27:06,@Mr.Kim.T,Fantastic! Thank you 🙏,fantast thank
2022-10-28 10:18:09,@rebelrevs151,This video and the way things are explained are amazing. Thank you for making such informative videos.,video way thing explain amaz thank make inform video
2022-10-28 09:36:42,@FirstnameLastname-iq9hg,Awesome!,awesom
2022-10-28 09:32:20,@hamidabbasi5027,"Even with this brilliant explanation, i&#39;m still speechless of the huge science behind it.",even brilliant explan im still speechless huge scienc behind
2022-10-28 08:26:27,@arsalanaflaki6913,"You explain it in simplest way , thanks your team<br>I really enjoy  ❤️",explain simplest way thank teami realli enjoy
2022-10-28 08:10:36,@DerWiNG33,i am super amazaed how the technology has improved.<br>I feel like I am the left behind human who cant contribute anything to the society.,super amaza technolog improvedi feel like left behind human cant contribut anyth societi
2022-10-28 03:40:21,@navi.voticie-nexus,Great video,great video
2022-10-28 00:56:22,@ovnisymisterio2874,"<a href=""https://www.youtube.com/watch?v=lUKL-oGaGTo"">https://youtu.be/lUKL-oGaGTo</a>",httpsyoutubeluklogagto
2022-10-27 23:36:17,@charlenedelamater4797,Awesome information made understanding star link so much easier,awesom inform made understand star link much easier
2022-10-27 22:07:46,@johnfiguredsmith6316,This really is revolutionary hi-tech. Elon and Co. are beasts.. Thank you for the educational information. Please keep up the exceptional work. Cheers from the PNW,realli revolutionari hitech elon co beast thank educ inform pleas keep except work cheer pnw
2022-10-27 20:26:35,@joaofernandes6668,"wow, fantastic !",wow fantast
2022-10-27 19:46:08,@godspeakstomeinmath9450,funny enough I was already watching at 1.5X then the narrator said that... synchronicities...,funni enough alreadi watch x narrat said synchron
2022-10-27 19:38:42,@YTUSER583,"top, greetings from bavaria.",top greet bavaria
2022-10-27 12:21:47,@alihussein1005,"I don’t normally comment on a video , but this one left me totally amazed !! Kudos for the incredible amount of work you’ve all put in this video 🎉",dont normal comment video one left total amaz kudo incred amount work youv put video
2022-10-27 11:23:11,@prathyushkrishnan8233,Awesome,awesom
2022-10-27 06:49:16,@marcingruszka4414,I wish there had been such videos when I was studying telecomunication 20 years ago,wish video studi telecomun year ago
2022-10-27 05:32:23,@brotherZach-,Thanks for your hard work.  Very cool and informative.,thank hard work cool inform
2022-10-27 01:12:48,@77Jesus-saves,"Isn&#39;t it funny when anyone moves the Satellite Dish is Left Behind LOL this is a hoax the satellite is beaming to a pretend satellite in space moving 17,800 miles an hour but your satellite dish is stared in One Direction! Satellites are a myth they are pretend please wake up and get your mind back",isnt funni anyon move satellit dish left behind lol hoax satellit beam pretend satellit space move mile hour satellit dish stare one direct satellit myth pretend pleas wake get mind back
2022-10-26 23:56:43,@MangaMahogany,daghan salamat!,daghan salamat
2022-10-26 20:15:12,@guftall,"Great video, thanks. Does changing phase to transmit binary data, conflict with using phase to point beam directly to satellite?",great video thank chang phase transmit binari data conflict use phase point beam directli satellit
2022-10-26 19:42:59,@eliasbeik7852,Outstanding learning video. I learned a lot of things after watching this mesmerizing video,outstand learn video learn lot thing watch mesmer video
2022-10-26 17:56:08,@TheStingling,"Good video, thanks for the really good explanation",good video thank realli good explan
2022-10-26 15:40:46,@jackkesterjack,thank you Branch Education this video really did explain thing i did not know.  looking forward to watching more.,thank branch educ video realli explain thing know look forward watch
2022-10-26 14:59:19,@radwanzhs3085,شكرً كثيراً على هذا الفيديو الرائع,شكر كثيرا على هذا الفيديو الرائع
2022-10-26 14:33:49,@stephenarcher1950,Cool stuff and blew my mind when he casually mentioned In-Flight Internet is achieved this way . . . wow,cool stuff blew mind casual mention inflight internet achiev way wow
2022-10-26 14:29:18,@mauricioszwerdszarf1455,I LOVE YOUR CHANNEL.,love channel
2022-10-26 13:41:36,@willyalbanes5445,Fascinating!,fascin
2022-10-26 13:14:36,@ianmanion2314,Crushed it!!!!🎉 I shared with a friend! Keep ‘em coming!!!<br>Please,crush share friend keep em comingpleas
2022-10-26 12:26:02,@MrmelodyUs,"There are <a href=""http://www.youtube.com/results?search_query=%23nosats"">#NOSATS</a>!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!! <a href=""http://www.youtube.com/results?search_query=%23nazalies"">#NAZALIES</a>. Lookitup.",nosat nazali lookitup
2022-10-26 10:15:32,@chathuva,❤❤❤❤🖤🖤,
2022-10-26 10:13:29,@CheeeoTV,Amazing! The amount of work that had to be put in this video is massive.,amaz amount work put video massiv
2022-10-26 09:54:30,@dontask310,Well Mr piko seconds you suck at explaining the starting system in a way people could understand,well mr piko second suck explain start system way peopl could understand
2022-10-26 08:20:16,@richardsanders5332,Awesome,awesom
2022-10-26 06:57:01,@revit4323,thanks alot,thank alot
2022-10-26 06:29:01,@josemmv1000,Very interesting!,interest
2022-10-26 03:15:12,@darkkforest,Mind Blowing! Thank you very much for this detailed research.,mind blow thank much detail research
2022-10-26 02:31:05,@HerbalSurvivalist,the comon logics(S) of &quot;HARMONIC OSCILLATION(S)&quot;,comon logicss harmon oscil
2022-10-26 01:20:25,@R3TR0--93,"I have starlink, I love starlink. best internet service ever invented",starlink love starlink best internet servic ever invent
2022-10-25 23:26:18,@RockyRxx,What a testament to engineering. Marvellous,testament engin marvel
2022-10-25 23:25:25,@brycenarcisomercines5036,"Great Video, excellent work!",great video excel work
2022-10-25 22:28:40,@AfshinPartovi,Wooow really that was great video<br>Thanks very much,wooow realli great videothank much
2022-10-25 21:19:37,@mcgdoc9546,yeah！ cool！,yeah cool
2022-10-25 19:48:18,@ScholarRex,Amazing content 🥶🤟🏾,amaz content
2022-10-25 18:48:49,@walkerlw2,Just absolutely amazing!,absolut amaz
2022-10-25 18:15:35,@RafeSafari,This explanation was incredibly smooth,explan incred smooth
2022-10-25 17:59:13,@rays8701,This is a AESA radar like unit.,aesa radar like unit
2022-10-25 17:55:29,@ehsansasanian,"Incredible show, thank you!",incred show thank
2022-10-25 16:45:45,@vidhansharma6650,"I have a question!!!!<br><br><br>In this video i got to know that though the combinations of 6 bit binary code visuals are transferred but how thouse binary are converted into the actual visual that we see on our TV .....,..<br><br><br><br><br><br>HOPE I WILL GET THE ANSWER🙂",questionin video got know though combin bit binari code visual transfer thous binari convert actual visual see tv hope get answer
2022-10-25 15:22:20,@benjaminquarshie2252,"Very informative and helpful, thanks.",inform help thank
2022-10-25 13:45:06,@adamcrane5699,wow,wow
2022-10-25 13:38:49,@johnfilmore7638,"I usually watch YT engineering vids at 1.5x speed but this one went deep into the physics and the animation of waveform propagation was amazing, ike most I&#39;m not a physicist asnda these waveform propagation principles are difficult to learn in a 3 month class, so to have made it this accessible &amp; comprehendible in a 20 minute video is just crazy.<br><br> I had to watch this a couple times at normal speed, especially with the &quot;English (Canada)&quot; subtitles to be sure I actually understood the waveform propagations this easily &amp; my mind wasn&#39;t playing tricks on me. <br><br>This wouldve taken 2 semesters of classes to get to this understanding, done in 20 minutes! <br><br>This should easily be in the running for making complex abstract principles readily accessible &amp; comprehended. There are few in the world who can do it like this video, definitely subscribed!!  Making complex information accessible &amp; understood by the masses is really a Holy Grail with so much information around us.",usual watch yt engin vid x speed one went deep physic anim waveform propag amaz ike im physicist asnda waveform propag principl difficult learn month class made access comprehend minut video crazi watch coupl time normal speed especi english canada subtitl sure actual understood waveform propag easili mind wasnt play trick wouldv taken semest class get understand done minut easili run make complex abstract principl readili access comprehend world like video definit subscrib make complex inform access understood mass realli holi grail much inform around us
2022-10-25 10:21:44,@Kazbekzolo2007,"Хорошее дело ты делаешь, Маск. А я вот который год в кочегарке...",хорошее дело ты делаешь маск а я вот который год в кочегарке
2022-10-25 10:09:15,@harshavardhanprakash3433,"mind blowing and informative, very welll explained pls continue your work very eager for more videos",mind blow inform welll explain pl continu work eager video
2022-10-25 09:40:11,@asnker,Inter satellite connectivity is not included here,inter satellit connect includ
2022-10-25 08:53:16,@arijeetsarkar1512,So much information condensed<br><br>Loved thy video,much inform condensedlov thi video
2022-10-25 07:51:36,@MsgSniffer,"I love the  voices of the narator, make it so much intresting! Tech sir David Aten",love voic narat make much intrest tech sir david aten
2022-10-25 06:43:34,@romzcollainimz8533,I am absolutely thankful to the effort put into the making of this extremely detailed and hugely informative video.. thank you so much to all that made this a very successful project indeed. Now I can claim to be so much more informed of the numerous processes going on within that dish everytime I see one.. thank you again.,absolut thank effort put make extrem detail huge inform video thank much made success project inde claim much inform numer process go within dish everytim see one thank
2022-10-25 04:42:09,@landcruiser77,THANK U. To the bright minds humble and anonymous  people that work and design this! ✨️ including the video production! 📹  thank u for make our life better !●,thank u bright mind humbl anonym peopl work design includ video product thank u make life better
2022-10-25 04:31:31,@bearridge1231,Have an idea how to make amplitudes more efficient as well as electron flow,idea make amplitud effici well electron flow
2022-10-25 04:18:46,@princegupta-ck7vt,My mind is blown! That&#39;s it,mind blown that
2022-10-25 03:48:03,@hansstoop5381,"Mind blowing... thank you so much for explaining this. Wow, Wow Wow....",mind blow thank much explain wow wow wow
2022-10-24 22:06:52,@michellechristides6301,"As someone educated at the doctoral level in the Humanities and Social Sciences, who reads journals like Scientific American, which excel in transmitting explanations of the science to us educated in other disciplines, I appreciate the complexity and nuance of the writing in this video.  I was able to follow the physics and basic math well enough to make sense of it and actually comprehend how it works and the finesse of the manufacturing that goes into the machine precision parts of Dishy.  I find also the use of graphics and internet (distance) education takes media-aided teaching to a gestaalt, the next level of thinking.  So how do I invest in Dishy -- are you on the stock market?  :&gt;)  Don&#39;t sell your souls to the venture capitalist market!  We need you and there are enough of us, now.",someon educ doctor level human social scienc read journal like scientif american excel transmit explan scienc us educ disciplin appreci complex nuanc write video abl follow physic basic math well enough make sens actual comprehend work finess manufactur goe machin precis part dishi find also use graphic internet distanc educ take mediaaid teach gestaalt next level think invest dishi stock market dont sell soul ventur capitalist market need enough us
2022-10-24 20:58:29,@florin2tube,I totally admire your work!,total admir work
2022-10-24 18:32:39,@crecclestonable,Absolutely fantastic video. Thank you.,absolut fantast video thank
2022-10-24 17:30:28,@justinbrat,What an amazing video. Just blown away by the gfx and I want to marry the narrator or be adopted by him. Best narrator on YouTube,amaz video blown away gfx want marri narrat adopt best narrat youtub
2022-10-24 16:58:04,@robinhayward7890,"I&#39;m officially convinced Elon is from another planet after seeing this video. 😲 Very impressive tech,",im offici convinc elon anoth planet see video impress tech
2022-10-24 16:17:42,@Kanne606,ILLEGAL GOVERNMENT SURVEILLANCE,illeg govern surveil
2022-10-24 15:59:37,@arashfatahzade2763,Amazing!,amaz
2022-10-24 15:55:11,@vipinpnair,Appreciate the effort put on making this video and sharing this knowledge.,appreci effort put make video share knowledg
2022-10-24 14:40:02,@michaelpoczynek,Mind-blowing!  Amazing technology.  Thanks for explaining so well.,mindblow amaz technolog thank explain well
2022-10-24 13:57:47,@adidush1995,Amazing vid. Phase beaming is so cool!,amaz vid phase beam cool
2022-10-24 13:05:27,@romycruz4498,wow that antenna system alone is mind boggling ! What&#39;s that again? ah-ah my nose is bleeding.,wow antenna system alon mind boggl what ahah nose bleed
2022-10-24 10:27:10,@nasirdanjuma2099,this is the most detail and analyzed documentary i have ever come across it very educative and inspiring,detail analyz documentari ever come across educ inspir
2022-10-24 08:53:13,@sasanghaffari9424,"After the first 5 mins, I became a subscriber. best technical explanation video I have seen in a decade of being on youtube! Thank you very very much and please keep the level of quality throughout your videos!",first min becam subscrib best technic explan video seen decad youtub thank much pleas keep level qualiti throughout video
2022-10-24 08:30:57,@kabiruzzaman5129,👍🏻,
2022-10-24 06:55:00,@workhardforit,Please do inverter air conditioners too!!! Beautifully done!,pleas invert air condition beauti done
2022-10-24 04:31:17,@no_handle_required,it works by sucking out a ridiculous fee for substandard speeds for shit internet while making Musk richer.,work suck ridicul fee substandard speed shit internet make musk richer
2022-10-24 03:15:03,@davidmartinez.2233,"Hola me pareció súper interesante este vídeo, agradezco su realización me sirvió para entender el funcionamiento de estás antenas electrónicas y de cómo transmiten y reciben y me aclaró más el sistema Starlink.",hola pareció súper interesant est vídeo agradezco su realización sirvió para entend el funcionamiento de está antena electrónica de cómo transmiten reciben aclaró má el sistema starlink
2022-10-24 02:59:25,@zygmuntkuzminski8312,Elon Musk  should have unlimited budget for that from the world-free world I mean,elon musk unlimit budget worldfre world mean
2022-10-23 23:38:57,@James777x,Superb video. I always wanted to know how phased array worked.,superb video alway want know phase array work
2022-10-23 22:09:05,@karimtanjawi4113,مودهيل,مودهيل
2022-10-23 21:58:27,@WeAskToAI,"perfect. Very top quality, from explanations to visuals, one of the best if not best genre&#39;s YouTube channel.",perfect top qualiti explan visual one best best genr youtub channel
2022-10-23 21:56:42,@x_DEUS_VULT_x,It works best when you don&#39;t tell the owner of the company to <br>&quot;F_ _ _  off&quot;...<br>😏,work best dont tell owner compani f_ _ _
2022-10-23 21:33:16,@jeffmorrison2915,"Mind-blowing quality material. Best of the web. Liked, subscribed. Thanks!",mindblow qualiti materi best web like subscrib thank
2022-10-23 21:30:23,@jeffmorrison2915,Any questions?,question
2022-10-23 20:54:24,@bouzianeilyes8081,Very instructive.<br>From Algeria,instructivefrom algeria
2022-10-23 19:56:01,@steevebrite3187,Pedachu!,pedachu
2022-10-23 18:48:23,@domenicocamacho6184,"I&#39;m an engineer, and thus I was amazed by the level of detail provided here, it is very educational and in my perspective one of the most valuable videos over the internet for the content, simplicity to explain, and understanding level of the subject explained.  Please continue to do more videos like it, I&#39;m for sure watching this video a couple of times more to pay attention to details that I missed on the first watch. Kudos to the people that created it!!",im engin thu amaz level detail provid educ perspect one valuabl video internet content simplic explain understand level subject explain pleas continu video like im sure watch video coupl time pay attent detail miss first watch kudo peopl creat
2022-10-23 18:32:26,@alish7200,great,great
2022-10-23 17:23:51,@MohammadaliAnsarizadeh,Awesome work gentlemen,awesom work gentlemen
2022-10-23 16:42:54,@TheBearStudios,I presume the beam is circularly polarized ?   RHCP or LHCP ?   so basically crossed slot patch array   ?,presum beam circularli polar rhcp lhcp basic cross slot patch array
2022-10-23 16:01:16,@mpugaronald8600,Great work am too informed now,great work inform
2022-10-23 15:21:08,@syedarshad385,"awesome, thanks for creating this video",awesom thank creat video
2022-10-23 15:15:27,@livehappycoaching4346,So you can have a connection with a satellite moving at 33.000mph and no connection issues.. Laughing hard here.. we don&#39;t have satellite dishes anymore its all underground!!.. our satellite dishes were fixed in position.. how did they connect to a source moving at 33.000mph.. DOESNT MAKE ANY SENSE.. DOES IT HA HA HA HA I cant get a signal to an 02 mast close by most days HA HA HA.. I needed a good laugh and here it is.. Thankyou.. have a good day (with your cartoons/CGI)  &quot;Lets zoom in to a cartoon&quot;  Cant even show the actual thing.. lol,connect satellit move mph connect issu laugh hard dont satellit dish anymor underground satellit dish fix posit connect sourc move mph doesnt make sens ha ha ha ha cant get signal mast close day ha ha ha need good laugh thankyou good day cartoonscgi let zoom cartoon cant even show actual thing lol
2022-10-23 15:10:09,@livehappycoaching4346,Do you have any real pictures of the satellite? not cartoons and CGI stuff? 99% of space stuff is all cartoons and CGI graphics these days... never see any actual footage do we.....,real pictur satellit cartoon cgi stuff space stuff cartoon cgi graphic day never see actual footag
2022-10-23 13:35:23,@thecrow1448,Watching this while using Starlink 🌏🛰️,watch use starlink
2022-10-23 13:34:55,@JoeCosentino,It just keeps track of everyplace you go sometimes you need to be away from it all,keep track everyplac go sometim need away
2022-10-23 12:49:07,@santoshkhatri1465,Thanks,thank
2022-10-23 09:48:26,@sumedhpradhan,the presentation is excellent.  6 months to make this video..... wow....,present excel month make video wow
2022-10-23 08:17:51,@mmamuk,Amazing technology.<br>High precision in the midst of macro scale surroundings.,amaz technologyhigh precis midst macro scale surround
2022-10-23 07:23:23,@mohanraj4405,Really great work for making this video,realli great work make video
2022-10-23 07:07:25,@hamid.s.zolfagari,"<a href=""http://www.youtube.com/results?search_query=%23mahsaamini"">#mahsaamini</a>",mahsaamini
2022-10-23 06:23:11,@live8dog,"Amazing, keep up the good work.",amaz keep good work
2022-10-23 06:03:14,@francoislionet33,"For the first time I see a cristal clear explanation of 5G antennas directivity, and also understood how every antenna work... Fantastic work.",first time see cristal clear explan g antenna direct also understood everi antenna work fantast work
2022-10-23 05:27:12,@pixellab1553,"<a href=""UCkszU2WH9gy1mb0dV-11UJg/CIW60IPp_dYCFcuqTgodEu4IlQ""></a>",
2022-10-23 03:50:47,@outlooktechno4200,Appreciate in your team for making a presentation like this. hope to see more.,appreci team make present like hope see
2022-10-23 03:11:23,@gunjavenugopal9576,Even I am watching with the help of that thing,even watch help thing
2022-10-23 02:16:19,@lankalakshandesilva2097,new tecnology ..   flat or round ?,new tecnolog flat round
2022-10-23 01:36:44,@Dankucci,Thank you,thank
2022-10-23 01:09:14,@patrickgoss4729,"No questions. Just amazed in the technology. I was thinking more of a Dish satellite system which is amazing to me. But, this is mind blowing. This video quality is exceptional. Well done.",question amaz technolog think dish satellit system amaz mind blow video qualiti except well done
2022-10-22 23:54:07,@rentedunicorn,Great stuff and extremely engaging. Pls keep making such videos,great stuff extrem engag pl keep make video
2022-10-22 23:03:35,@susanlama,"Wow, what an smart complex technology. I am blown away by its process. 😮 Very interesting video with lots of information, was able to understand a lot from watching it.",wow smart complex technolog blown away process interest video lot inform abl understand lot watch
2022-10-22 20:04:06,@cipheroth,BEST VIDEO EVER ❤️,best video ever
2022-10-22 20:00:27,@skellyskellington2559,I don’t study this at school but I really like those type of videos and I hope I’ll be able to study engineering,dont studi school realli like type video hope ill abl studi engin
2022-10-22 19:53:18,@hooman2024-,Thank you so much.,thank much
2022-10-22 18:17:11,@AjayKumar-fd9mv,Great video. Mean while I am calling my ISP to check if they have accidently changed some settings thus restricting my internet speed😁,great video mean call isp check accid chang set thu restrict internet speed
2022-10-22 17:13:00,@luckyviking9202,Hahahahahahahaha,hahahahahahahaha
2022-10-22 16:05:04,@jacobwinter8332,I thought starlink satellites orbited the earth at the Earth&#39;s rotational speed to keep the same position relative to Earth&#39;s surface,thought starlink satellit orbit earth earth rotat speed keep posit rel earth surfac
2022-10-22 14:31:35,@nimaaaaaaaaaaaa,Mind blowing!!,mind blow
2022-10-22 14:12:46,@jenswinslow1702,So cool. Thanks. I studied some of this in university. My brain jumped the rails when we had to do the beam forming math. Luckily there are bigger brains than mine so someone can do it 🤪,cool thank studi univers brain jump rail beam form math luckili bigger brain mine someon
2022-10-22 12:36:07,@seantan4702,how does it track so quick?,track quick
2022-10-22 12:17:27,@tonyduncan9852,"Wow.  More information than I expected, yet there&#39;s still no mention of the control hierarchy.  Beautiful graphics.  Cheers.",wow inform expect yet there still mention control hierarchi beauti graphic cheer
2022-10-22 11:53:20,@HOOOPER,Honestly pretty genius to use a Canadian English subtitles to add more detailed notes,honestli pretti geniu use canadian english subtitl add detail note
2022-10-22 09:05:28,@MohammadJavadAdeli,This was the best educational video that I ever saw in my life!,best educ video ever saw life
2022-10-22 08:54:16,@masoudkhamushi9821,I have to say the video was unlike anything i watched before thanks a million,say video unlik anyth watch thank million
2022-10-22 07:10:35,@zerocooljpn,it&#39;s nice they want to stress this is Canadian English. But a lot less &quot;eh&quot; and &quot;buddy&quot;s than I expected.,nice want stress canadian english lot less eh buddi expect
2022-10-22 06:49:14,@mohitjangid6266,just mindblowing tecnology and the explanation using animation were at some next level..... i am in love with this channel now.....🤯🤯🤩🤩🤩🤩🤩🤩🤩🤩,mindblow tecnolog explan use anim next level love channel
2022-10-22 05:51:01,@SicnetwrkPro,wow,wow
2022-10-22 04:50:16,@milindshah2614,This is an extraordinary video! It covers all the major domains of electromagnetics and telecommunications.,extraordinari video cover major domain electromagnet telecommun
2022-10-22 04:23:07,@eldstgilmorbarboydodellatb4413,💚🤘🏿,
2022-10-22 04:22:53,@eldstgilmorbarboydodellatb4413,"💚💚💚💚 bookmark/notes: Time square clock , Big Ben , church bells ( red cardinal  , bird bath satellite )( holy Hollywood , starlink ) …..ect…..tbc…..-g-b, bot<br><br>💚💚💚💚 bookmark/notes: Time square clock , Big Ben , church bells ( red cardinal  , bird bath satellite )( holy Hollywood , starlink ) <br><br>Lightening wine bottle <br>…..ect…..tbc…..-g-b, bot",bookmarknot time squar clock big ben church bell red cardin bird bath satellit holi hollywood starlink ecttbcgb bot bookmarknot time squar clock big ben church bell red cardin bird bath satellit holi hollywood starlink lighten wine bottl ecttbcgb bot
2022-10-22 00:50:42,@fazi7262,I&#39;m pretty sure that the effort put into creating this video is far more than what 90% of uni professors put into teaching a course in a whole semester.,im pretti sure effort put creat video far uni professor put teach cours whole semest
2022-10-21 23:13:16,@lukasf9260,i studied electrical engineering but this was the best explanation I ever got,studi electr engin best explan ever got
2022-10-21 20:28:18,@srisidvicious,"This is a great video, the animation is beautiful and it takes into account all the information from the teardowns. I have one picky comment about the switching from TX/RX at <a href=""https://www.youtube.com/watch?v=qs2QcycggWU&amp;t=658"">10:58</a>: If you look at the traces on the board, there is only one TRACK feeding each FEM, not a separate RX and TX tracks. I think the switching is a good explanation of that works but one would never put the switch in front of the LNA or after the PA because of degradation of Noise figure and attenuation of transmit power (maybe not that big a deal). Other than that BRAVO!",great video anim beauti take account inform teardown one picki comment switch txrx look trace board one track feed fem separ rx tx track think switch good explan work one would never put switch front lna pa degrad nois figur attenu transmit power mayb big deal bravo
2022-10-21 19:56:17,@mmd1dev,This was incredible😎😬,incred
2022-10-21 19:13:00,@RoyalHolkars,Great video explaining thoroughly,great video explain thoroughli
2022-10-21 17:54:17,@mastersili,Jesus fucking Christ,jesu fuck christ
2022-10-21 17:25:09,@garthpinchen1382,I love this kind of technology. i wish i could work in a place that works with all this stuff,love kind technolog wish could work place work stuff
2022-10-21 17:19:44,@mhernandez96,It was amazingly explained,amazingli explain
2022-10-21 17:00:56,@hassanlaqrabti4036,Thank you for your effort,thank effort
2022-10-21 16:33:12,@Fessant,"Amazing video and explanation. Now the only one question is left, is it possible to programmatically change balance of QAM (download/upload phases proportion) in the dishy?",amaz video explan one question left possibl programmat chang balanc qam downloadupload phase proport dishi
2022-10-21 14:57:24,@khaleedan,"Amazing explanation,, 👏 the video is much  beyond other YouTube videos",amaz explan video much beyond youtub video
2022-10-21 14:41:42,@PengJinnnn,U r amazing! Thanks for the content!,u r amaz thank content
2022-10-21 14:28:19,@lordtakahashi6006,Question: can this technology replace the cell phone techonology and disrupt companies like verizon/Tmobile etc?,question technolog replac cell phone techonolog disrupt compani like verizontmobil etc
2022-10-21 13:42:27,@babak_uk,"Thanks you to make this video, I was very fascinated by watching the video. 😇",thank make video fascin watch video
2022-10-21 13:23:21,@SB-lc2vd,"Awesome! As an engineer, I really can appreciate how Branch has simplified such a complex concept. Didn’t  have YouTube introduction during my undergraduate Engineering courses in the late 80’s. I would have done EE instead of MechE",awesom engin realli appreci branch simplifi complex concept didnt youtub introduct undergradu engin cours late would done ee instead mech
2022-10-21 12:19:26,@BajoMundoUnderground,Well done man keep it up  we need more Chanel like this one,well done man keep need chanel like one
2022-10-21 10:51:27,@mahdiheidarikia4559,Mind-blowing 😍😍😍😍,mindblow
2022-10-21 10:32:41,@albertfoo7952,If us can sabotage the pipeline so does Russia can shoot down the satellite,us sabotag pipelin russia shoot satellit
2022-10-21 10:06:42,@Reza1984_,Wow the technological advancement that are now publicly available is beyond comprehension,wow technolog advanc publicli avail beyond comprehens
2022-10-21 08:34:05,@amirfmaster2515,This video is a state of art,video state art
2022-10-21 08:01:06,@leodf1,Comment,comment
2022-10-21 03:33:18,@anandhunt1000,great video,great video
